sample_index,true_label,true_class,majority_vote_label,majority_vote_class,majority_vote_correct,mean_probability_label,mean_probability_class,mean_probability_correct,strategies_agree,efficientnet_b0_label,efficientnet_b0_class,efficientnet_b0_confidence,resnet50_label,resnet50_class,resnet50_confidence,convnext_tiny_label,convnext_tiny_class,convnext_tiny_confidence,vit_b_16_label,vit_b_16_class,vit_b_16_confidence,vmamba_label,vmamba_class,vmamba_confidence,cnn_shallow_label,cnn_shallow_class,cnn_shallow_confidence
42,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.970061719417572,0,galaxy,0.9072922468185425,0,galaxy,0.9694499969482422,0,galaxy,0.9721847772598267,0,galaxy,0.9454044699668884,2,star,0.4405776858329773
43,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.7001050114631653,0,galaxy,0.9969794750213623,0,galaxy,0.9799202084541321,0,galaxy,0.9741064310073853,0,galaxy,0.9774830341339111,0,galaxy,0.5267342925071716
44,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.96417635679245,0,galaxy,0.978434145450592,0,galaxy,0.9809762239456177,0,galaxy,0.9904714822769165,0,galaxy,0.9795080423355103,0,galaxy,0.7392526268959045
45,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.848023533821106,0,galaxy,0.9764739274978638,0,galaxy,0.9621530175209045,0,galaxy,0.922639787197113,0,galaxy,0.9541096091270447,0,galaxy,0.6103023290634155
46,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.868958055973053,0,galaxy,0.9545626640319824,0,galaxy,0.9683583974838257,0,galaxy,0.8880699872970581,0,galaxy,0.9408762454986572,2,star,0.40577396750450134
47,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9301513433456421,0,galaxy,0.7920659184455872,0,galaxy,0.9810654520988464,0,galaxy,0.9889456629753113,0,galaxy,0.9752305150032043,0,galaxy,0.7933096885681152
48,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9778681993484497,0,galaxy,0.979631245136261,0,galaxy,0.9756088852882385,0,galaxy,0.9808705449104309,0,galaxy,0.9707528948783875,0,galaxy,0.6654426455497742
49,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9259939789772034,0,galaxy,0.8041635751724243,0,galaxy,0.9718979597091675,0,galaxy,0.9788357615470886,0,galaxy,0.9593595266342163,0,galaxy,0.5371581315994263
50,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9849337935447693,0,galaxy,0.8454512357711792,0,galaxy,0.9044768810272217,0,galaxy,0.6362333297729492,0,galaxy,0.9285591244697571,0,galaxy,0.49787479639053345
51,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.8147545456886292,2,star,0.5172524452209473,0,galaxy,0.9612312316894531,0,galaxy,0.9799251556396484,0,galaxy,0.9214982986450195,0,galaxy,0.45755019783973694
52,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.992367684841156,0,galaxy,0.9897504448890686,0,galaxy,0.9511735439300537,0,galaxy,0.9598153829574585,0,galaxy,0.9551736116409302,2,star,0.6508759260177612
53,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9936676621437073,0,galaxy,0.7075886726379395,0,galaxy,0.9506058692932129,0,galaxy,0.9807246923446655,0,galaxy,0.9369229078292847,0,galaxy,0.5701524019241333
54,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.8954551815986633,0,galaxy,0.8117122650146484,0,galaxy,0.8833417296409607,0,galaxy,0.9313430786132812,0,galaxy,0.9470275640487671,0,galaxy,0.6395184397697449
55,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9885502457618713,0,galaxy,0.9871492981910706,0,galaxy,0.971656084060669,0,galaxy,0.9821924567222595,0,galaxy,0.929405927658081,0,galaxy,0.5325324535369873
56,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9812303781509399,0,galaxy,0.7652694582939148,0,galaxy,0.9798478484153748,0,galaxy,0.991359531879425,0,galaxy,0.9685204029083252,0,galaxy,0.5874817371368408
57,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9561471939086914,0,galaxy,0.9876453280448914,0,galaxy,0.9756134152412415,0,galaxy,0.9907010793685913,0,galaxy,0.9484630227088928,0,galaxy,0.6175277233123779
58,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9852316379547119,0,galaxy,0.8039506673812866,0,galaxy,0.9739353060722351,0,galaxy,0.9554834961891174,0,galaxy,0.9747393727302551,0,galaxy,0.7945762276649475
59,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9688094258308411,0,galaxy,0.9236183762550354,0,galaxy,0.9821797013282776,0,galaxy,0.8314008116722107,0,galaxy,0.9805018305778503,0,galaxy,0.8726529479026794
60,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9867527484893799,0,galaxy,0.9773367047309875,0,galaxy,0.9742022156715393,0,galaxy,0.9875149726867676,0,galaxy,0.95808345079422,0,galaxy,0.7496533989906311
61,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9834444522857666,0,galaxy,0.9975839853286743,0,galaxy,0.9763832092285156,0,galaxy,0.9426137208938599,0,galaxy,0.9488136172294617,0,galaxy,0.6372655630111694
62,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9577232599258423,0,galaxy,0.9996106028556824,0,galaxy,0.9889934659004211,0,galaxy,0.9872953295707703,0,galaxy,0.9863135814666748,0,galaxy,0.7205288410186768
63,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9590712785720825,0,galaxy,0.9920423626899719,0,galaxy,0.9826958179473877,0,galaxy,0.9255138635635376,0,galaxy,0.9850489497184753,0,galaxy,0.4452221989631653
64,0,galaxy,2,star,False,2,star,False,True,2,star,0.4409313499927521,0,galaxy,0.7118197679519653,2,star,0.6046103239059448,2,star,0.8033852577209473,2,star,0.7956801056861877,2,star,0.44628116488456726
65,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9824932813644409,0,galaxy,0.9592592716217041,0,galaxy,0.9455946087837219,0,galaxy,0.9777562618255615,0,galaxy,0.9466143846511841,0,galaxy,0.5425001978874207
66,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.983025312423706,0,galaxy,0.9986928105354309,0,galaxy,0.9776524305343628,0,galaxy,0.991956353187561,0,galaxy,0.9848757386207581,2,star,0.5867213606834412
67,0,galaxy,0,galaxy,True,0,galaxy,True,True,1,quasar,0.6535220742225647,1,quasar,0.3713580369949341,2,star,0.5317927002906799,2,star,0.6335267424583435,0,galaxy,0.5013640522956848,0,galaxy,0.5719536542892456
68,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9853718876838684,0,galaxy,0.9995887875556946,0,galaxy,0.9878068566322327,0,galaxy,0.9833192229270935,0,galaxy,0.9860143661499023,0,galaxy,0.7447366714477539
69,0,galaxy,2,star,False,2,star,False,True,1,quasar,0.40968257188796997,1,quasar,0.5341536998748779,2,star,0.5613495111465454,2,star,0.6175000071525574,2,star,0.4111466109752655,0,galaxy,0.4106256067752838
70,0,galaxy,0,galaxy,True,0,galaxy,True,True,1,quasar,0.8416365385055542,1,quasar,0.40978139638900757,0,galaxy,0.6172921061515808,2,star,0.5666182041168213,0,galaxy,0.41637569665908813,0,galaxy,0.7644410133361816
71,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.564646303653717,0,galaxy,0.5428865551948547,0,galaxy,0.954171359539032,0,galaxy,0.9010316133499146,0,galaxy,0.9405680894851685,0,galaxy,0.6395034790039062
72,0,galaxy,0,galaxy,True,0,galaxy,True,True,1,quasar,0.5008835792541504,0,galaxy,0.3948688507080078,0,galaxy,0.492239385843277,2,star,0.599798321723938,0,galaxy,0.4770285487174988,0,galaxy,0.46430811285972595
73,0,galaxy,1,quasar,False,1,quasar,False,True,1,quasar,0.7907829284667969,1,quasar,0.7943414449691772,1,quasar,0.7363724112510681,1,quasar,0.7183488011360168,1,quasar,0.6288805603981018,1,quasar,0.49200594425201416
74,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.49087458848953247,0,galaxy,0.3838267922401428,0,galaxy,0.9154425263404846,2,star,0.6586202383041382,0,galaxy,0.5069569945335388,1,quasar,0.8622245192527771
75,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.6401587128639221,0,galaxy,0.4162798225879669,2,star,0.9244620203971863,2,star,0.6213057637214661,0,galaxy,0.5473374128341675,0,galaxy,0.8580019474029541
76,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.5863462090492249,1,quasar,0.3497724235057831,1,quasar,0.41176044940948486,2,star,0.5721087455749512,0,galaxy,0.5600431561470032,0,galaxy,0.651639461517334
77,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9253981113433838,0,galaxy,0.9805773496627808,0,galaxy,0.964286744594574,0,galaxy,0.9889922142028809,0,galaxy,0.9559038877487183,0,galaxy,0.9569970369338989
78,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9908131957054138,0,galaxy,0.9996281862258911,0,galaxy,0.981907308101654,0,galaxy,0.9824295043945312,0,galaxy,0.9810039401054382,0,galaxy,0.8526574969291687
79,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9989137649536133,1,quasar,0.5038725733757019,0,galaxy,0.8932185173034668,0,galaxy,0.7521406412124634,0,galaxy,0.9712688326835632,1,quasar,0.7173177599906921
80,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9713488817214966,0,galaxy,0.9268712997436523,0,galaxy,0.9736204743385315,0,galaxy,0.9720289707183838,0,galaxy,0.9649348258972168,0,galaxy,0.7562264204025269
81,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.5523778796195984,0,galaxy,0.4922611117362976,0,galaxy,0.9564804434776306,0,galaxy,0.9348293542861938,0,galaxy,0.9504778981208801,0,galaxy,0.6920897364616394
82,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.8076164126396179,0,galaxy,0.921228289604187,0,galaxy,0.9547339081764221,0,galaxy,0.986676037311554,0,galaxy,0.9190855026245117,2,star,0.48676204681396484
83,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9951670169830322,0,galaxy,0.9884659051895142,0,galaxy,0.9674347043037415,0,galaxy,0.9809160828590393,0,galaxy,0.9816162586212158,0,galaxy,0.8941053152084351
84,0,galaxy,2,star,False,2,star,False,True,1,quasar,1.0,0,galaxy,0.7402730584144592,2,star,0.9100150465965271,2,star,0.6701468825340271,2,star,0.5967633128166199,0,galaxy,0.506093442440033
85,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.7491529583930969,0,galaxy,0.895675003528595,0,galaxy,0.9773057103157043,0,galaxy,0.9877604246139526,0,galaxy,0.9339810609817505,0,galaxy,0.639824628829956
86,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.5310695767402649,0,galaxy,0.41471484303474426,0,galaxy,0.8969334959983826,0,galaxy,0.3974441885948181,1,quasar,0.4029077887535095,0,galaxy,0.8329281806945801
87,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9465383291244507,0,galaxy,0.9738030433654785,0,galaxy,0.977753758430481,0,galaxy,0.980469286441803,0,galaxy,0.9312306046485901,0,galaxy,0.621475338935852
88,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9776599407196045,0,galaxy,0.9392754435539246,0,galaxy,0.9649073481559753,0,galaxy,0.98311448097229,0,galaxy,0.9635418653488159,0,galaxy,0.6935537457466125
89,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9816262722015381,0,galaxy,0.9302434325218201,0,galaxy,0.9702780842781067,0,galaxy,0.9617220163345337,0,galaxy,0.9358088374137878,0,galaxy,0.4260689318180084
90,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.974291980266571,0,galaxy,0.9571673274040222,0,galaxy,0.977349579334259,0,galaxy,0.991596519947052,0,galaxy,0.9706442952156067,1,quasar,0.478875070810318
91,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9333860278129578,0,galaxy,0.9751925468444824,0,galaxy,0.9803178310394287,0,galaxy,0.9838573932647705,0,galaxy,0.9813581109046936,0,galaxy,0.6730643510818481
92,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.8441452980041504,1,quasar,0.4845466911792755,0,galaxy,0.9368849992752075,0,galaxy,0.9549188613891602,0,galaxy,0.944495677947998,1,quasar,0.5420113205909729
93,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.928206741809845,0,galaxy,0.8546749949455261,0,galaxy,0.9740525484085083,0,galaxy,0.9829733371734619,0,galaxy,0.9278481006622314,1,quasar,0.45792484283447266
94,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.715777575969696,0,galaxy,0.40116411447525024,0,galaxy,0.8111744523048401,0,galaxy,0.7085388898849487,0,galaxy,0.545462429523468,1,quasar,0.44701212644577026
95,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.5128898024559021,0,galaxy,0.5152997970581055,0,galaxy,0.8990489840507507,0,galaxy,0.8302525877952576,0,galaxy,0.8656061887741089,1,quasar,0.5933675765991211
96,0,galaxy,0,galaxy,True,0,galaxy,True,True,2,star,0.3649088442325592,0,galaxy,0.4571247696876526,0,galaxy,0.9156443476676941,0,galaxy,0.708084225654602,0,galaxy,0.8282601237297058,0,galaxy,0.4024786949157715
97,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9059480428695679,0,galaxy,0.9574346542358398,0,galaxy,0.9670352339744568,0,galaxy,0.9856002330780029,0,galaxy,0.9491979479789734,1,quasar,0.5248202085494995
98,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.7977279424667358,1,quasar,0.41637715697288513,0,galaxy,0.9736394882202148,0,galaxy,0.9792793989181519,0,galaxy,0.9661892652511597,2,star,0.4931531548500061
99,0,galaxy,2,star,False,0,galaxy,True,False,0,galaxy,0.9085689187049866,2,star,0.5433657765388489,2,star,0.6860843300819397,2,star,0.8168072700500488,0,galaxy,0.7711730003356934,1,quasar,0.37943217158317566
100,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9177380800247192,0,galaxy,0.9831907153129578,0,galaxy,0.9645507335662842,0,galaxy,0.9770503044128418,0,galaxy,0.9518054723739624,0,galaxy,0.6356887817382812
101,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9555405974388123,0,galaxy,0.9901898503303528,0,galaxy,0.9615735411643982,0,galaxy,0.9671342372894287,0,galaxy,0.9618918895721436,0,galaxy,0.6162313222885132
102,0,galaxy,0,galaxy,True,0,galaxy,True,True,1,quasar,0.4674304127693176,0,galaxy,0.6366675496101379,0,galaxy,0.8871093392372131,2,star,0.45831114053726196,0,galaxy,0.9104191064834595,0,galaxy,0.46435877680778503
103,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9216910600662231,0,galaxy,0.9752957224845886,0,galaxy,0.9668610095977783,0,galaxy,0.9632514119148254,0,galaxy,0.9557864665985107,1,quasar,0.44147446751594543
104,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.6001682281494141,2,star,0.9320222735404968,0,galaxy,0.7491146922111511,0,galaxy,0.8609479665756226,0,galaxy,0.8854057192802429,0,galaxy,0.47960686683654785
105,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9850760102272034,0,galaxy,0.9542851448059082,0,galaxy,0.9642055034637451,0,galaxy,0.9878702759742737,0,galaxy,0.9496926069259644,0,galaxy,0.6339164972305298
106,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.5274094343185425,0,galaxy,0.8763206005096436,0,galaxy,0.7158779501914978,0,galaxy,0.901238203048706,0,galaxy,0.5836227536201477,1,quasar,0.4039304852485657
107,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.5798464417457581,0,galaxy,0.6720414757728577,0,galaxy,0.8895266652107239,0,galaxy,0.8516956567764282,0,galaxy,0.6700797080993652,0,galaxy,0.8938298225402832
108,0,galaxy,1,quasar,False,2,star,False,False,1,quasar,0.49482232332229614,1,quasar,0.4424296021461487,2,star,0.6804676651954651,2,star,0.5547679662704468,0,galaxy,0.403544545173645,1,quasar,0.48482179641723633
109,0,galaxy,0,galaxy,True,0,galaxy,True,True,1,quasar,0.6319994926452637,1,quasar,0.511320173740387,0,galaxy,0.40067997574806213,0,galaxy,0.5458686351776123,0,galaxy,0.5045320987701416,1,quasar,0.5177505016326904
