sample_index,true_label,true_class,predicted_label,predicted_class,correct
161,0,galaxy,0,galaxy,True
162,0,galaxy,0,galaxy,True
163,0,galaxy,0,galaxy,True
164,0,galaxy,0,galaxy,True
165,0,galaxy,0,galaxy,True
166,0,galaxy,0,galaxy,True
167,0,galaxy,0,galaxy,True
168,0,galaxy,0,galaxy,True
169,0,galaxy,0,galaxy,True
170,0,galaxy,0,galaxy,True
171,0,galaxy,0,galaxy,True
172,0,galaxy,0,galaxy,True
173,0,galaxy,0,galaxy,True
174,0,galaxy,0,galaxy,True
175,0,galaxy,0,galaxy,True
176,0,galaxy,0,galaxy,True
177,0,galaxy,0,galaxy,True
178,0,galaxy,0,galaxy,True
179,0,galaxy,0,galaxy,True
180,0,galaxy,0,galaxy,True
181,0,galaxy,0,galaxy,True
182,0,galaxy,0,galaxy,True
183,0,galaxy,0,galaxy,True
184,0,galaxy,0,galaxy,True
185,0,galaxy,0,galaxy,True
186,0,galaxy,0,galaxy,True
187,0,galaxy,0,galaxy,True
188,0,galaxy,0,galaxy,True
189,0,galaxy,0,galaxy,True
190,0,galaxy,0,galaxy,True
191,0,galaxy,0,galaxy,True
192,0,galaxy,0,galaxy,True
193,0,galaxy,0,galaxy,True
194,0,galaxy,0,galaxy,True
195,0,galaxy,0,galaxy,True
196,0,galaxy,0,galaxy,True
197,0,galaxy,0,galaxy,True
198,0,galaxy,0,galaxy,True
199,0,galaxy,2,star,False
200,0,galaxy,0,galaxy,True
201,0,galaxy,0,galaxy,True
202,0,galaxy,0,galaxy,True
203,0,galaxy,0,galaxy,True
204,0,galaxy,0,galaxy,True
205,0,galaxy,0,galaxy,True
206,0,galaxy,0,galaxy,True
207,0,galaxy,0,galaxy,True
208,0,galaxy,0,galaxy,True
209,0,galaxy,0,galaxy,True
210,0,galaxy,0,galaxy,True
211,0,galaxy,0,galaxy,True
212,0,galaxy,2,star,False
213,0,galaxy,0,galaxy,True
214,0,galaxy,0,galaxy,True
215,0,galaxy,0,galaxy,True
216,0,galaxy,0,galaxy,True
217,0,galaxy,0,galaxy,True
218,0,galaxy,0,galaxy,True
219,0,galaxy,0,galaxy,True
220,0,galaxy,0,galaxy,True
221,0,galaxy,0,galaxy,True
222,0,galaxy,0,galaxy,True
223,0,galaxy,0,galaxy,True
224,0,galaxy,0,galaxy,True
225,0,galaxy,0,galaxy,True
226,0,galaxy,0,galaxy,True
227,0,galaxy,0,galaxy,True
228,0,galaxy,0,galaxy,True
229,0,galaxy,0,galaxy,True
230,0,galaxy,0,galaxy,True
231,0,galaxy,0,galaxy,True
232,0,galaxy,0,galaxy,True
233,0,galaxy,0,galaxy,True
234,0,galaxy,0,galaxy,True
235,0,galaxy,0,galaxy,True
236,0,galaxy,0,galaxy,True
237,0,galaxy,0,galaxy,True
238,0,galaxy,0,galaxy,True
239,0,galaxy,0,galaxy,True
240,0,galaxy,0,galaxy,True
241,0,galaxy,0,galaxy,True
242,0,galaxy,0,galaxy,True
243,0,galaxy,0,galaxy,True
244,0,galaxy,0,galaxy,True
245,0,galaxy,0,galaxy,True
246,0,galaxy,0,galaxy,True
247,0,galaxy,0,galaxy,True
248,0,galaxy,0,galaxy,True
249,0,galaxy,0,galaxy,True
250,0,galaxy,0,galaxy,True
251,0,galaxy,0,galaxy,True
252,0,galaxy,0,galaxy,True
253,0,galaxy,0,galaxy,True
254,0,galaxy,0,galaxy,True
255,0,galaxy,0,galaxy,True
256,0,galaxy,0,galaxy,True
257,0,galaxy,0,galaxy,True
258,0,galaxy,0,galaxy,True
259,0,galaxy,0,galaxy,True
260,0,galaxy,0,galaxy,True
261,0,galaxy,0,galaxy,True
262,0,galaxy,0,galaxy,True
263,0,galaxy,0,galaxy,True
264,0,galaxy,0,galaxy,True
265,0,galaxy,0,galaxy,True
266,0,galaxy,0,galaxy,True
267,0,galaxy,0,galaxy,True
268,0,galaxy,0,galaxy,True
269,0,galaxy,0,galaxy,True
270,0,galaxy,0,galaxy,True
271,0,galaxy,0,galaxy,True
272,0,galaxy,0,galaxy,True
273,0,galaxy,0,galaxy,True
274,0,galaxy,0,galaxy,True
275,0,galaxy,0,galaxy,True
276,0,galaxy,0,galaxy,True
277,0,galaxy,0,galaxy,True
278,0,galaxy,0,galaxy,True
279,0,galaxy,0,galaxy,True
280,0,galaxy,0,galaxy,True
281,0,galaxy,0,galaxy,True
282,0,galaxy,0,galaxy,True
283,0,galaxy,0,galaxy,True
284,0,galaxy,0,galaxy,True
285,0,galaxy,0,galaxy,True
286,0,galaxy,0,galaxy,True
287,0,galaxy,0,galaxy,True
288,0,galaxy,0,galaxy,True
289,0,galaxy,0,galaxy,True
290,0,galaxy,0,galaxy,True
291,0,galaxy,0,galaxy,True
292,0,galaxy,0,galaxy,True
293,0,galaxy,0,galaxy,True
294,0,galaxy,0,galaxy,True
295,0,galaxy,0,galaxy,True
296,0,galaxy,0,galaxy,True
297,0,galaxy,0,galaxy,True
298,0,galaxy,0,galaxy,True
299,0,galaxy,0,galaxy,True
300,0,galaxy,0,galaxy,True
301,0,galaxy,0,galaxy,True
302,0,galaxy,0,galaxy,True
303,0,galaxy,0,galaxy,True
304,0,galaxy,0,galaxy,True
305,0,galaxy,0,galaxy,True
306,0,galaxy,0,galaxy,True
307,0,galaxy,0,galaxy,True
308,0,galaxy,0,galaxy,True
309,0,galaxy,0,galaxy,True
310,0,galaxy,0,galaxy,True
311,0,galaxy,0,galaxy,True
312,0,galaxy,0,galaxy,True
313,0,galaxy,0,galaxy,True
314,0,galaxy,0,galaxy,True
315,0,galaxy,0,galaxy,True
316,0,galaxy,0,galaxy,True
317,0,galaxy,0,galaxy,True
318,0,galaxy,0,galaxy,True
319,0,galaxy,0,galaxy,True
320,0,galaxy,0,galaxy,True
321,0,galaxy,0,galaxy,True
322,0,galaxy,0,galaxy,True
323,0,galaxy,0,galaxy,True
324,0,galaxy,0,galaxy,True
325,0,galaxy,0,galaxy,True
326,0,galaxy,0,galaxy,True
327,0,galaxy,0,galaxy,True
328,0,galaxy,0,galaxy,True
329,0,galaxy,0,galaxy,True
330,0,galaxy,0,galaxy,True
331,0,galaxy,0,galaxy,True
332,0,galaxy,0,galaxy,True
333,0,galaxy,0,galaxy,True
334,0,galaxy,0,galaxy,True
335,0,galaxy,0,galaxy,True
336,0,galaxy,0,galaxy,True
337,0,galaxy,0,galaxy,True
338,0,galaxy,0,galaxy,True
339,0,galaxy,0,galaxy,True
340,0,galaxy,0,galaxy,True
341,0,galaxy,0,galaxy,True
342,0,galaxy,0,galaxy,True
343,0,galaxy,0,galaxy,True
344,0,galaxy,0,galaxy,True
345,0,galaxy,0,galaxy,True
346,0,galaxy,0,galaxy,True
347,0,galaxy,0,galaxy,True
348,0,galaxy,0,galaxy,True
349,0,galaxy,0,galaxy,True
350,0,galaxy,0,galaxy,True
351,0,galaxy,0,galaxy,True
352,0,galaxy,0,galaxy,True
353,0,galaxy,0,galaxy,True
354,0,galaxy,0,galaxy,True
355,0,galaxy,0,galaxy,True
356,0,galaxy,0,galaxy,True
357,0,galaxy,0,galaxy,True
358,0,galaxy,0,galaxy,True
359,0,galaxy,0,galaxy,True
360,0,galaxy,0,galaxy,True
361,0,galaxy,0,galaxy,True
362,0,galaxy,0,galaxy,True
363,0,galaxy,0,galaxy,True
364,0,galaxy,0,galaxy,True
365,0,galaxy,0,galaxy,True
366,0,galaxy,0,galaxy,True
367,0,galaxy,0,galaxy,True
368,0,galaxy,0,galaxy,True
369,0,galaxy,0,galaxy,True
370,0,galaxy,0,galaxy,True
371,0,galaxy,0,galaxy,True
372,0,galaxy,0,galaxy,True
373,0,galaxy,0,galaxy,True
374,0,galaxy,0,galaxy,True
375,0,galaxy,0,galaxy,True
376,0,galaxy,0,galaxy,True
377,0,galaxy,0,galaxy,True
378,0,galaxy,0,galaxy,True
379,0,galaxy,0,galaxy,True
380,0,galaxy,0,galaxy,True
381,0,galaxy,0,galaxy,True
382,0,galaxy,0,galaxy,True
383,0,galaxy,0,galaxy,True
384,0,galaxy,0,galaxy,True
385,0,galaxy,0,galaxy,True
386,0,galaxy,0,galaxy,True
387,0,galaxy,0,galaxy,True
388,0,galaxy,0,galaxy,True
389,0,galaxy,0,galaxy,True
390,0,galaxy,0,galaxy,True
391,0,galaxy,0,galaxy,True
392,0,galaxy,0,galaxy,True
393,0,galaxy,0,galaxy,True
394,0,galaxy,0,galaxy,True
395,0,galaxy,0,galaxy,True
396,0,galaxy,0,galaxy,True
397,0,galaxy,0,galaxy,True
398,0,galaxy,0,galaxy,True
399,0,galaxy,0,galaxy,True
400,0,galaxy,0,galaxy,True
401,0,galaxy,0,galaxy,True
402,0,galaxy,0,galaxy,True
403,0,galaxy,0,galaxy,True
404,0,galaxy,0,galaxy,True
405,0,galaxy,0,galaxy,True
406,0,galaxy,0,galaxy,True
407,0,galaxy,0,galaxy,True
408,0,galaxy,0,galaxy,True
409,0,galaxy,0,galaxy,True
410,0,galaxy,0,galaxy,True
411,0,galaxy,0,galaxy,True
412,0,galaxy,0,galaxy,True
413,0,galaxy,0,galaxy,True
414,0,galaxy,0,galaxy,True
415,0,galaxy,0,galaxy,True
416,0,galaxy,0,galaxy,True
417,0,galaxy,0,galaxy,True
418,0,galaxy,0,galaxy,True
419,0,galaxy,0,galaxy,True
420,0,galaxy,0,galaxy,True
421,0,galaxy,0,galaxy,True
422,0,galaxy,0,galaxy,True
423,0,galaxy,0,galaxy,True
424,0,galaxy,0,galaxy,True
425,0,galaxy,0,galaxy,True
426,0,galaxy,0,galaxy,True
427,0,galaxy,0,galaxy,True
428,0,galaxy,0,galaxy,True
429,0,galaxy,0,galaxy,True
430,0,galaxy,0,galaxy,True
431,0,galaxy,0,galaxy,True
432,0,galaxy,0,galaxy,True
433,0,galaxy,0,galaxy,True
434,0,galaxy,0,galaxy,True
435,0,galaxy,0,galaxy,True
436,0,galaxy,0,galaxy,True
437,0,galaxy,0,galaxy,True
438,0,galaxy,0,galaxy,True
439,0,galaxy,0,galaxy,True
440,0,galaxy,0,galaxy,True
441,0,galaxy,0,galaxy,True
442,0,galaxy,0,galaxy,True
443,0,galaxy,0,galaxy,True
444,0,galaxy,0,galaxy,True
445,0,galaxy,0,galaxy,True
446,0,galaxy,0,galaxy,True
447,0,galaxy,0,galaxy,True
448,0,galaxy,0,galaxy,True
449,0,galaxy,0,galaxy,True
450,0,galaxy,0,galaxy,True
451,0,galaxy,0,galaxy,True
452,0,galaxy,0,galaxy,True
453,0,galaxy,0,galaxy,True
454,0,galaxy,0,galaxy,True
455,0,galaxy,0,galaxy,True
456,0,galaxy,0,galaxy,True
457,0,galaxy,0,galaxy,True
458,0,galaxy,0,galaxy,True
459,0,galaxy,0,galaxy,True
460,0,galaxy,0,galaxy,True
461,0,galaxy,0,galaxy,True
462,0,galaxy,0,galaxy,True
463,0,galaxy,0,galaxy,True
464,0,galaxy,0,galaxy,True
465,0,galaxy,0,galaxy,True
466,0,galaxy,0,galaxy,True
467,0,galaxy,0,galaxy,True
468,0,galaxy,0,galaxy,True
469,0,galaxy,0,galaxy,True
470,0,galaxy,0,galaxy,True
471,0,galaxy,0,galaxy,True
472,0,galaxy,0,galaxy,True
473,0,galaxy,0,galaxy,True
474,0,galaxy,0,galaxy,True
475,0,galaxy,0,galaxy,True
476,0,galaxy,0,galaxy,True
477,0,galaxy,0,galaxy,True
478,0,galaxy,0,galaxy,True
479,0,galaxy,0,galaxy,True
480,0,galaxy,0,galaxy,True
481,0,galaxy,0,galaxy,True
482,0,galaxy,0,galaxy,True
483,0,galaxy,0,galaxy,True
484,0,galaxy,0,galaxy,True
485,0,galaxy,0,galaxy,True
486,0,galaxy,0,galaxy,True
487,0,galaxy,0,galaxy,True
488,0,galaxy,0,galaxy,True
489,0,galaxy,0,galaxy,True
490,0,galaxy,0,galaxy,True
491,0,galaxy,0,galaxy,True
492,0,galaxy,0,galaxy,True
493,0,galaxy,0,galaxy,True
494,0,galaxy,0,galaxy,True
495,0,galaxy,0,galaxy,True
496,0,galaxy,0,galaxy,True
497,0,galaxy,0,galaxy,True
498,0,galaxy,0,galaxy,True
499,0,galaxy,0,galaxy,True
500,0,galaxy,0,galaxy,True
501,0,galaxy,0,galaxy,True
502,0,galaxy,0,galaxy,True
503,0,galaxy,0,galaxy,True
504,0,galaxy,0,galaxy,True
505,0,galaxy,0,galaxy,True
506,0,galaxy,0,galaxy,True
507,0,galaxy,0,galaxy,True
508,0,galaxy,0,galaxy,True
509,0,galaxy,0,galaxy,True
510,0,galaxy,0,galaxy,True
511,0,galaxy,0,galaxy,True
512,0,galaxy,0,galaxy,True
513,0,galaxy,0,galaxy,True
514,0,galaxy,0,galaxy,True
515,0,galaxy,0,galaxy,True
516,0,galaxy,1,quasar,False
517,0,galaxy,0,galaxy,True
518,0,galaxy,0,galaxy,True
519,0,galaxy,0,galaxy,True
520,0,galaxy,0,galaxy,True
521,0,galaxy,0,galaxy,True
522,0,galaxy,0,galaxy,True
523,0,galaxy,1,quasar,False
524,0,galaxy,0,galaxy,True
525,0,galaxy,0,galaxy,True
526,0,galaxy,0,galaxy,True
527,0,galaxy,0,galaxy,True
528,0,galaxy,0,galaxy,True
529,0,galaxy,0,galaxy,True
530,0,galaxy,0,galaxy,True
531,0,galaxy,0,galaxy,True
532,0,galaxy,0,galaxy,True
533,0,galaxy,0,galaxy,True
534,0,galaxy,0,galaxy,True
535,0,galaxy,0,galaxy,True
536,0,galaxy,0,galaxy,True
537,0,galaxy,0,galaxy,True
538,0,galaxy,0,galaxy,True
539,0,galaxy,0,galaxy,True
540,0,galaxy,0,galaxy,True
541,0,galaxy,1,quasar,False
542,0,galaxy,0,galaxy,True
543,0,galaxy,0,galaxy,True
544,0,galaxy,0,galaxy,True
545,0,galaxy,0,galaxy,True
546,0,galaxy,0,galaxy,True
547,0,galaxy,0,galaxy,True
548,0,galaxy,0,galaxy,True
549,0,galaxy,0,galaxy,True
550,0,galaxy,0,galaxy,True
551,0,galaxy,0,galaxy,True
552,0,galaxy,0,galaxy,True
553,0,galaxy,0,galaxy,True
554,0,galaxy,0,galaxy,True
555,0,galaxy,0,galaxy,True
556,0,galaxy,0,galaxy,True
557,0,galaxy,0,galaxy,True
558,0,galaxy,0,galaxy,True
559,0,galaxy,0,galaxy,True
560,0,galaxy,0,galaxy,True
561,0,galaxy,0,galaxy,True
562,0,galaxy,0,galaxy,True
563,0,galaxy,0,galaxy,True
564,0,galaxy,0,galaxy,True
565,0,galaxy,0,galaxy,True
566,0,galaxy,0,galaxy,True
567,0,galaxy,0,galaxy,True
568,0,galaxy,0,galaxy,True
569,0,galaxy,0,galaxy,True
570,0,galaxy,0,galaxy,True
571,0,galaxy,0,galaxy,True
572,0,galaxy,0,galaxy,True
573,0,galaxy,0,galaxy,True
574,0,galaxy,0,galaxy,True
575,0,galaxy,0,galaxy,True
576,0,galaxy,0,galaxy,True
577,0,galaxy,2,star,False
578,0,galaxy,0,galaxy,True
579,0,galaxy,0,galaxy,True
580,0,galaxy,0,galaxy,True
581,0,galaxy,0,galaxy,True
582,0,galaxy,0,galaxy,True
583,0,galaxy,0,galaxy,True
584,0,galaxy,0,galaxy,True
585,0,galaxy,0,galaxy,True
586,0,galaxy,0,galaxy,True
587,0,galaxy,0,galaxy,True
588,0,galaxy,0,galaxy,True
589,0,galaxy,0,galaxy,True
590,0,galaxy,0,galaxy,True
591,0,galaxy,0,galaxy,True
592,0,galaxy,0,galaxy,True
593,0,galaxy,0,galaxy,True
594,0,galaxy,0,galaxy,True
595,0,galaxy,0,galaxy,True
596,0,galaxy,0,galaxy,True
597,0,galaxy,0,galaxy,True
598,0,galaxy,0,galaxy,True
599,0,galaxy,0,galaxy,True
600,0,galaxy,0,galaxy,True
601,0,galaxy,0,galaxy,True
602,0,galaxy,0,galaxy,True
603,0,galaxy,0,galaxy,True
604,0,galaxy,0,galaxy,True
605,0,galaxy,0,galaxy,True
606,0,galaxy,0,galaxy,True
607,0,galaxy,0,galaxy,True
608,0,galaxy,0,galaxy,True
609,0,galaxy,0,galaxy,True
610,0,galaxy,0,galaxy,True
611,0,galaxy,0,galaxy,True
612,0,galaxy,0,galaxy,True
613,0,galaxy,0,galaxy,True
614,0,galaxy,0,galaxy,True
615,0,galaxy,0,galaxy,True
616,0,galaxy,0,galaxy,True
617,0,galaxy,0,galaxy,True
618,0,galaxy,0,galaxy,True
619,0,galaxy,0,galaxy,True
620,0,galaxy,0,galaxy,True
621,0,galaxy,0,galaxy,True
622,0,galaxy,0,galaxy,True
623,0,galaxy,0,galaxy,True
624,0,galaxy,0,galaxy,True
625,0,galaxy,0,galaxy,True
626,0,galaxy,0,galaxy,True
627,0,galaxy,0,galaxy,True
628,0,galaxy,0,galaxy,True
629,0,galaxy,0,galaxy,True
630,0,galaxy,0,galaxy,True
631,0,galaxy,0,galaxy,True
632,0,galaxy,0,galaxy,True
633,0,galaxy,0,galaxy,True
634,0,galaxy,0,galaxy,True
635,0,galaxy,0,galaxy,True
636,0,galaxy,0,galaxy,True
637,0,galaxy,0,galaxy,True
638,0,galaxy,0,galaxy,True
639,0,galaxy,0,galaxy,True
640,0,galaxy,0,galaxy,True
641,0,galaxy,0,galaxy,True
642,0,galaxy,0,galaxy,True
643,0,galaxy,0,galaxy,True
644,0,galaxy,0,galaxy,True
645,0,galaxy,0,galaxy,True
646,0,galaxy,0,galaxy,True
647,0,galaxy,0,galaxy,True
648,0,galaxy,0,galaxy,True
649,0,galaxy,0,galaxy,True
650,0,galaxy,0,galaxy,True
651,0,galaxy,0,galaxy,True
652,0,galaxy,0,galaxy,True
653,0,galaxy,0,galaxy,True
654,0,galaxy,0,galaxy,True
655,0,galaxy,0,galaxy,True
656,0,galaxy,0,galaxy,True
657,0,galaxy,0,galaxy,True
658,0,galaxy,0,galaxy,True
659,0,galaxy,0,galaxy,True
660,0,galaxy,0,galaxy,True
661,0,galaxy,0,galaxy,True
662,0,galaxy,0,galaxy,True
663,0,galaxy,0,galaxy,True
664,0,galaxy,0,galaxy,True
665,0,galaxy,0,galaxy,True
666,0,galaxy,0,galaxy,True
667,0,galaxy,0,galaxy,True
668,0,galaxy,0,galaxy,True
669,0,galaxy,0,galaxy,True
670,0,galaxy,0,galaxy,True
671,0,galaxy,0,galaxy,True
672,0,galaxy,0,galaxy,True
673,0,galaxy,0,galaxy,True
674,0,galaxy,0,galaxy,True
675,0,galaxy,0,galaxy,True
676,0,galaxy,0,galaxy,True
677,0,galaxy,0,galaxy,True
678,0,galaxy,0,galaxy,True
679,0,galaxy,0,galaxy,True
680,0,galaxy,0,galaxy,True
681,0,galaxy,0,galaxy,True
682,0,galaxy,0,galaxy,True
683,0,galaxy,0,galaxy,True
684,0,galaxy,0,galaxy,True
685,0,galaxy,0,galaxy,True
686,0,galaxy,0,galaxy,True
687,0,galaxy,0,galaxy,True
688,0,galaxy,0,galaxy,True
689,0,galaxy,0,galaxy,True
690,0,galaxy,0,galaxy,True
691,0,galaxy,0,galaxy,True
692,0,galaxy,0,galaxy,True
693,0,galaxy,0,galaxy,True
694,0,galaxy,0,galaxy,True
695,0,galaxy,0,galaxy,True
696,0,galaxy,0,galaxy,True
697,0,galaxy,0,galaxy,True
698,0,galaxy,0,galaxy,True
699,0,galaxy,0,galaxy,True
700,0,galaxy,0,galaxy,True
701,0,galaxy,0,galaxy,True
702,0,galaxy,0,galaxy,True
703,0,galaxy,0,galaxy,True
704,0,galaxy,0,galaxy,True
705,0,galaxy,0,galaxy,True
706,0,galaxy,0,galaxy,True
707,0,galaxy,0,galaxy,True
708,0,galaxy,0,galaxy,True
709,0,galaxy,0,galaxy,True
710,0,galaxy,0,galaxy,True
711,0,galaxy,0,galaxy,True
712,0,galaxy,0,galaxy,True
713,0,galaxy,0,galaxy,True
714,0,galaxy,0,galaxy,True
715,0,galaxy,0,galaxy,True
716,0,galaxy,0,galaxy,True
717,0,galaxy,0,galaxy,True
718,0,galaxy,0,galaxy,True
719,0,galaxy,0,galaxy,True
720,0,galaxy,0,galaxy,True
721,0,galaxy,0,galaxy,True
722,0,galaxy,0,galaxy,True
723,0,galaxy,0,galaxy,True
724,0,galaxy,0,galaxy,True
725,0,galaxy,0,galaxy,True
726,0,galaxy,0,galaxy,True
727,0,galaxy,0,galaxy,True
728,0,galaxy,0,galaxy,True
729,0,galaxy,0,galaxy,True
730,0,galaxy,0,galaxy,True
731,0,galaxy,0,galaxy,True
732,0,galaxy,0,galaxy,True
733,0,galaxy,0,galaxy,True
734,0,galaxy,0,galaxy,True
735,0,galaxy,0,galaxy,True
736,0,galaxy,0,galaxy,True
737,0,galaxy,0,galaxy,True
738,0,galaxy,0,galaxy,True
739,0,galaxy,0,galaxy,True
740,0,galaxy,0,galaxy,True
741,0,galaxy,0,galaxy,True
742,0,galaxy,0,galaxy,True
743,0,galaxy,0,galaxy,True
744,0,galaxy,0,galaxy,True
745,0,galaxy,0,galaxy,True
746,0,galaxy,0,galaxy,True
747,0,galaxy,0,galaxy,True
748,0,galaxy,0,galaxy,True
749,0,galaxy,0,galaxy,True
750,0,galaxy,0,galaxy,True
751,0,galaxy,0,galaxy,True
752,0,galaxy,0,galaxy,True
753,0,galaxy,0,galaxy,True
754,0,galaxy,0,galaxy,True
755,0,galaxy,0,galaxy,True
756,0,galaxy,0,galaxy,True
757,0,galaxy,0,galaxy,True
758,0,galaxy,0,galaxy,True
759,0,galaxy,0,galaxy,True
760,0,galaxy,0,galaxy,True
761,0,galaxy,0,galaxy,True
762,0,galaxy,0,galaxy,True
763,0,galaxy,0,galaxy,True
764,0,galaxy,0,galaxy,True
765,0,galaxy,0,galaxy,True
766,0,galaxy,0,galaxy,True
767,0,galaxy,0,galaxy,True
768,0,galaxy,0,galaxy,True
769,0,galaxy,0,galaxy,True
770,0,galaxy,0,galaxy,True
771,0,galaxy,0,galaxy,True
772,0,galaxy,0,galaxy,True
773,0,galaxy,0,galaxy,True
774,0,galaxy,0,galaxy,True
775,0,galaxy,0,galaxy,True
